,Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport
695,696,59,"['Great Wall of China', 'Sistine Chapel', 'Statue of David', 'Forbidden City', 'Pyramids of Giza', 'Rocky Mountains', 'Machu Picchu Citadel']",347,7205,Sunny,Low,High,Holiday,"['Great Wall of China', 'Sistine Chapel', 'Statue of David', 'Forbidden City', 'Pyramids of Giza', 'Rocky Mountains', 'Machu Picchu Citadel']",4,53,Male,France,Friends,Low,Shopping,Car
696,697,164,"['Louvre Museum', 'Colosseum', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Mount Fuji', 'Prague Castle', 'Berlin Wall']",225,5731,Sunny,Low,High,Festival,"['Louvre Museum', 'Colosseum', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Mount Fuji', 'Prague Castle', 'Berlin Wall']",2,66,Female,China,Family,Medium,Relaxation,Car
697,698,80,"['Louvre Museum', 'Temple of Karnak', 'Acropolis of Athens', 'Rocky Mountains', 'Grand Canyon', 'Machu Picchu Citadel']",594,1337,Snowy,Medium,Medium,Holiday,"['Louvre Museum', 'Temple of Karnak', 'Acropolis of Athens', 'Rocky Mountains', 'Grand Canyon', 'Machu Picchu Citadel']",4,67,Male,UK,Family,Medium,Food,Walk
698,699,22,"['Colosseum', 'Statue of David', 'Machu Picchu', 'Grand Canyon']",552,9611,Cloudy,Low,High,Holiday,"['Colosseum', 'Statue of David', 'Machu Picchu', 'Grand Canyon']",4,65,Male,India,Friends,High,Adventure,Taxi
699,700,87,"['Louvre Museum', 'Great Barrier Reef', 'Pyramids of Giza', 'Amber Fort', 'Acropolis of Athens', 'Machu Picchu Citadel']",503,8367,Cloudy,Low,Medium,Festival,"['Louvre Museum', 'Great Barrier Reef', 'Pyramids of Giza', 'Amber Fort', 'Acropolis of Athens', 'Machu Picchu Citadel']",1,31,Female,Japan,Friends,Low,Food,Bus
700,701,126,"['Roman Forum', 'Statue of David', 'Great Wall of China']",275,6103,Snowy,Medium,Medium,,"['Roman Forum', 'Statue of David', 'Great Wall of China']",2,32,Male,Germany,Friends,Medium,Nature,Taxi
701,702,21,"['Notre-Dame Cathedral', 'Central Park', 'Uffizi Gallery', 'Uluru']",503,2627,Cloudy,High,High,Festival,"['Notre-Dame Cathedral', 'Central Park', 'Uffizi Gallery', 'Uluru']",4,32,Male,Japan,Friends,Low,Nature,Bus
702,703,84,"['Eiffel Tower', 'Sistine Chapel', 'Great Barrier Reef', 'Taj Mahal']",309,6304,Snowy,Medium,High,Festival,"['Eiffel Tower', 'Sistine Chapel', 'Great Barrier Reef', 'Taj Mahal']",2,61,Male,UK,Friends,High,Food,Walk
703,704,136,"['Great Wall of China', 'Florence Cathedral', 'Kyoto Temples', 'Prague Castle', 'Victoria Falls']",534,5305,Cloudy,Medium,High,Holiday,"['Great Wall of China', 'Florence Cathedral', 'Kyoto Temples', 'Prague Castle', 'Victoria Falls']",3,62,Male,Germany,Family,High,Relaxation,Bike
704,705,9,"['Louvre Museum', 'Pyramid of the Sun', 'Great Wall of China', 'Forbidden City', 'Uluru', 'Sagrada Familia']",350,2111,Snowy,Low,Low,,"['Louvre Museum', 'Pyramid of the Sun', 'Great Wall of China', 'Forbidden City', 'Uluru', 'Sagrada Familia']",3,53,Female,Japan,Family,High,Shopping,Car
705,706,157,"['Sistine Chapel', 'Terracotta Army', 'Acropolis of Athens', 'Kruger National Park', 'Bora Bora', 'Iguazu Falls']",495,2838,Rainy,Medium,High,,"['Sistine Chapel', 'Terracotta Army', 'Acropolis of Athens', 'Kruger National Park', 'Bora Bora', 'Iguazu Falls']",2,52,Other,Japan,Group,Low,Food,Bus
706,707,192,"['Sydney Opera House', 'Florence Cathedral', 'Kruger National Park', 'Prague Castle', 'Yellowstone National Park']",273,4500,Cloudy,High,High,,"['Sydney Opera House', 'Florence Cathedral', 'Kruger National Park', 'Prague Castle', 'Yellowstone National Park']",1,47,Female,India,Family,Medium,Shopping,Car
707,708,167,"['Sistine Chapel', 'Roman Forum', 'Terracotta Army', 'Sydney Opera House', 'Sagrada Familia', 'Santorini', 'Prague Castle']",483,7332,Rainy,Medium,Medium,Festival,"['Sistine Chapel', 'Roman Forum', 'Terracotta Army', 'Sydney Opera House', 'Sagrada Familia', 'Santorini', 'Prague Castle']",5,18,Other,China,Friends,Low,Nature,Car
708,709,107,"['Great Barrier Reef', 'Pyramids of Giza', 'Banff National Park', 'Mount Fuji', 'Santorini']",152,3096,Rainy,High,High,Festival,"['Great Barrier Reef', 'Pyramids of Giza', 'Banff National Park', 'Mount Fuji', 'Santorini']",1,39,Female,UK,Family,High,Food,Car
709,710,151,"['Pyramids of Giza', 'Temple of Karnak', 'Red Fort']",146,7088,Rainy,High,Low,,"['Pyramids of Giza', 'Temple of Karnak', 'Red Fort']",3,36,Male,France,Friends,High,Relaxation,Train
710,711,162,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Great Wall of China', 'Red Fort', 'Florence Cathedral', 'Kyoto Temples', 'Dubrovnik Old Town']",593,7253,Sunny,Medium,Low,Festival,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Great Wall of China', 'Red Fort', 'Florence Cathedral', 'Kyoto Temples', 'Dubrovnik Old Town']",2,38,Male,USA,Solo,Medium,Nature,Train
711,712,165,"['Great Wall of China', 'Terracotta Army', 'Budapest Parliament', 'Berlin Wall']",588,9090,Cloudy,Medium,Medium,,"['Great Wall of China', 'Terracotta Army', 'Budapest Parliament', 'Berlin Wall']",5,68,Male,UK,Friends,Medium,Nature,Walk
712,713,154,"['Sistine Chapel', 'Sydney Opera House', 'Taj Mahal', 'Florence Cathedral', 'Table Mountain', 'Grand Canyon']",519,853,Cloudy,High,Low,Festival,"['Sistine Chapel', 'Sydney Opera House', 'Taj Mahal', 'Florence Cathedral', 'Table Mountain', 'Grand Canyon']",5,42,Other,France,Solo,Medium,Adventure,Bus
713,714,106,"['Roman Forum', 'Christ the Redeemer', 'Statue of Liberty', 'Prague Castle']",508,6246,Snowy,Medium,Medium,Holiday,"['Roman Forum', 'Christ the Redeemer', 'Statue of Liberty', 'Prague Castle']",4,52,Female,India,Group,Low,Adventure,Car
714,715,160,"[""St. Peter's Basilica"", 'Great Wall of China', 'Berlin Wall']",284,872,Rainy,High,High,Holiday,"[""St. Peter's Basilica"", 'Great Wall of China', 'Berlin Wall']",2,43,Female,Germany,Friends,Low,Food,Taxi
715,716,73,"['Amber Fort', 'Florence Cathedral', 'Table Mountain']",456,4952,Rainy,Medium,Medium,Festival,"['Amber Fort', 'Florence Cathedral', 'Table Mountain']",3,41,Female,UK,Friends,High,Nature,Taxi
716,717,117,"['Louvre Museum', 'Roman Forum', 'Times Square', 'Pyramid of the Sun', 'Uluru', 'Sagrada Familia', 'Yellowstone National Park']",167,3916,Snowy,Medium,Low,Holiday,"['Louvre Museum', 'Roman Forum', 'Times Square', 'Pyramid of the Sun', 'Uluru', 'Sagrada Familia', 'Yellowstone National Park']",2,26,Female,USA,Friends,Low,Food,Walk
717,718,52,"['Roman Forum', 'Times Square', 'Great Barrier Reef', 'Sagrada Familia', 'Kyoto Temples', 'Budapest Parliament', 'Berlin Wall']",394,5173,Snowy,High,Low,,"['Roman Forum', 'Times Square', 'Great Barrier Reef', 'Sagrada Familia', 'Kyoto Temples', 'Budapest Parliament', 'Berlin Wall']",4,26,Male,USA,Solo,High,Shopping,Car
718,719,148,"['Eiffel Tower', 'Great Wall of China', 'Forbidden City', 'Prague Castle']",508,8033,Snowy,Low,Medium,Holiday,"['Eiffel Tower', 'Great Wall of China', 'Forbidden City', 'Prague Castle']",5,51,Male,India,Solo,Low,Cultural,Walk
719,720,166,"['Terracotta Army', 'Santorini', 'Yellowstone National Park']",424,9416,Cloudy,High,Medium,Festival,"['Terracotta Army', 'Santorini', 'Yellowstone National Park']",2,44,Male,Germany,Solo,Medium,Relaxation,Train
720,721,47,"['Eiffel Tower', 'Statue of David', 'Forbidden City', 'Bora Bora', 'Prague Castle', 'Machu Picchu Citadel']",461,3917,Sunny,High,Low,,"['Eiffel Tower', 'Statue of David', 'Forbidden City', 'Bora Bora', 'Prague Castle', 'Machu Picchu Citadel']",2,57,Female,Japan,Group,Medium,Food,Train
721,722,135,"['Sistine Chapel', 'Central Park', 'Pyramids of Giza', 'Sagrada Familia']",296,3301,Snowy,Medium,Low,,"['Sistine Chapel', 'Central Park', 'Pyramids of Giza', 'Sagrada Familia']",5,68,Male,USA,Group,Medium,Shopping,Walk
722,723,4,"['Sistine Chapel', ""St. Peter's Basilica"", 'Statue of David', 'Great Wall of China', 'Christ the Redeemer', 'Sydney Opera House']",535,4937,Rainy,High,Low,Festival,"['Sistine Chapel', ""St. Peter's Basilica"", 'Statue of David', 'Great Wall of China', 'Christ the Redeemer', 'Sydney Opera House']",1,31,Female,Germany,Family,Medium,Shopping,Car
723,724,109,"['Louvre Museum', 'Central Park', 'Statue of David', 'Great Barrier Reef', 'Florence Cathedral']",580,7720,Snowy,Low,High,,"['Louvre Museum', 'Central Park', 'Statue of David', 'Great Barrier Reef', 'Florence Cathedral']",5,40,Male,USA,Family,Low,Food,Car
724,725,74,"['Times Square', 'Great Wall of China', 'Uluru', 'Temple of Karnak']",300,863,Snowy,Medium,Medium,Holiday,"['Times Square', 'Great Wall of China', 'Uluru', 'Temple of Karnak']",4,26,Female,France,Solo,Low,Food,Taxi
725,726,171,"['Amber Fort', 'Statue of Liberty', 'Mount Fuji', 'Berlin Wall']",209,3482,Sunny,Medium,Medium,Festival,"['Amber Fort', 'Statue of Liberty', 'Mount Fuji', 'Berlin Wall']",4,30,Other,Germany,Solo,Medium,Nature,Walk
726,727,119,"['Pyramid of the Sun', 'Machu Picchu', 'Christ the Redeemer', 'Temple of Karnak', 'Red Fort', 'Bora Bora', 'Prague Castle']",335,8259,Sunny,High,High,Festival,"['Pyramid of the Sun', 'Machu Picchu', 'Christ the Redeemer', 'Temple of Karnak', 'Red Fort', 'Bora Bora', 'Prague Castle']",4,30,Other,India,Solo,Medium,Cultural,Bike
727,728,149,"['Notre-Dame Cathedral', 'Central Park', 'Statue of David', 'Christ the Redeemer', 'Red Fort', 'Golden Gate Bridge', 'Machu Picchu Citadel']",484,5978,Rainy,Low,Low,Festival,"['Notre-Dame Cathedral', 'Central Park', 'Statue of David', 'Christ the Redeemer', 'Red Fort', 'Golden Gate Bridge', 'Machu Picchu Citadel']",3,36,Female,China,Family,High,Food,Bus
728,729,150,"['Louvre Museum', 'Bora Bora', 'Grand Canyon']",572,2274,Snowy,Medium,High,Holiday,"['Louvre Museum', 'Bora Bora', 'Grand Canyon']",1,51,Female,USA,Solo,Low,Cultural,Bus
729,730,40,"['Great Wall of China', 'Temple of Karnak', 'Red Fort', 'Mount Fuji']",551,5761,Snowy,Low,High,Holiday,"['Great Wall of China', 'Temple of Karnak', 'Red Fort', 'Mount Fuji']",1,28,Male,USA,Solo,Medium,Shopping,Bike
730,731,73,"['Great Wall of China', 'Colosseum', 'Grand Canyon']",546,7369,Cloudy,High,High,Festival,"['Great Wall of China', 'Colosseum', 'Grand Canyon']",1,41,Female,UK,Friends,High,Nature,Taxi
731,732,22,"['Sistine Chapel', 'Uffizi Gallery', 'Taj Mahal', 'Amber Fort', 'Acropolis of Athens', 'Florence Cathedral', 'Santorini']",437,6163,Cloudy,Low,Medium,,"['Sistine Chapel', 'Uffizi Gallery', 'Taj Mahal', 'Amber Fort', 'Acropolis of Athens', 'Florence Cathedral', 'Santorini']",4,65,Male,India,Friends,High,Adventure,Taxi
732,733,169,"['Christ the Redeemer', 'Banff National Park', 'Table Mountain']",573,7059,Sunny,High,Medium,Holiday,"['Christ the Redeemer', 'Banff National Park', 'Table Mountain']",5,45,Other,France,Friends,High,Adventure,Taxi
733,734,15,"['Amber Fort', 'Grand Canyon', 'Iguazu Falls']",577,6537,Rainy,High,Medium,,"['Amber Fort', 'Grand Canyon', 'Iguazu Falls']",4,52,Male,Germany,Friends,Medium,Relaxation,Train
734,735,158,"['Notre-Dame Cathedral', 'Table Mountain', 'Santorini', 'Grand Canyon']",460,2895,Sunny,Low,High,,"['Notre-Dame Cathedral', 'Table Mountain', 'Santorini', 'Grand Canyon']",1,40,Other,India,Group,Medium,Adventure,Train
735,736,126,"['Great Wall of China', 'Prague Castle', 'Budapest Parliament']",541,1486,Sunny,Medium,Medium,Holiday,"['Great Wall of China', 'Prague Castle', 'Budapest Parliament']",5,32,Male,Germany,Friends,Medium,Nature,Taxi
736,737,85,"['Louvre Museum', 'Times Square', 'Pyramids of Giza', 'Table Mountain', 'Yellowstone National Park', 'Berlin Wall', 'Victoria Falls']",295,8168,Cloudy,High,Medium,Festival,"['Louvre Museum', 'Times Square', 'Pyramids of Giza', 'Table Mountain', 'Yellowstone National Park', 'Berlin Wall', 'Victoria Falls']",2,47,Male,India,Friends,Medium,Food,Car
737,738,170,"['Notre-Dame Cathedral', 'Terracotta Army', 'Sydney Opera House', 'Machu Picchu Citadel']",462,4872,Cloudy,Medium,Medium,Festival,"['Notre-Dame Cathedral', 'Terracotta Army', 'Sydney Opera House', 'Machu Picchu Citadel']",1,31,Other,UK,Solo,Low,Adventure,Taxi
738,739,157,"['Uluru', 'Venice Canals', 'Bora Bora', 'Santorini', 'Iguazu Falls']",229,1681,Sunny,Medium,High,Holiday,"['Uluru', 'Venice Canals', 'Bora Bora', 'Santorini', 'Iguazu Falls']",1,52,Other,Japan,Group,Low,Food,Bus
739,740,30,"['Sistine Chapel', 'Christ the Redeemer', 'Pyramids of Giza', 'Amber Fort', 'Kyoto Temples', 'Yellowstone National Park']",511,8518,Snowy,High,Medium,,"['Sistine Chapel', 'Christ the Redeemer', 'Pyramids of Giza', 'Amber Fort', 'Kyoto Temples', 'Yellowstone National Park']",1,25,Male,India,Solo,Low,Shopping,Train
740,741,170,"['Statue of David', 'Banff National Park', 'Prague Castle', 'Budapest Parliament', 'Victoria Falls']",500,2001,Sunny,High,Low,Festival,"['Statue of David', 'Banff National Park', 'Prague Castle', 'Budapest Parliament', 'Victoria Falls']",1,31,Other,UK,Solo,Low,Adventure,Taxi
741,742,123,"['Great Wall of China', 'Forbidden City', 'Great Barrier Reef', 'Uluru', 'Temple of Karnak', 'Banff National Park', 'Santorini']",212,9637,Cloudy,Low,Low,Festival,"['Great Wall of China', 'Forbidden City', 'Great Barrier Reef', 'Uluru', 'Temple of Karnak', 'Banff National Park', 'Santorini']",3,25,Other,Germany,Solo,Low,Nature,Bike
742,743,31,"['Roman Forum', 'Red Fort', 'Yellowstone National Park']",239,929,Sunny,High,High,,"['Roman Forum', 'Red Fort', 'Yellowstone National Park']",1,61,Male,UK,Group,Low,Nature,Train
743,744,32,"['Notre-Dame Cathedral', 'Statue of David', 'Sydney Opera House', 'Pyramids of Giza', 'Red Fort', 'Florence Cathedral', 'Bora Bora']",309,6111,Snowy,High,Medium,,"['Notre-Dame Cathedral', 'Statue of David', 'Sydney Opera House', 'Pyramids of Giza', 'Red Fort', 'Florence Cathedral', 'Bora Bora']",5,59,Male,Germany,Solo,Medium,Relaxation,Bus
744,745,97,"['Louvre Museum', 'Pyramid of the Sun', 'Great Wall of China', 'Forbidden City', 'Taj Mahal', 'Grand Canyon']",267,7721,Rainy,Low,Medium,Holiday,"['Louvre Museum', 'Pyramid of the Sun', 'Great Wall of China', 'Forbidden City', 'Taj Mahal', 'Grand Canyon']",2,39,Male,Germany,Family,Medium,Nature,Train
745,746,114,"['Statue of David', 'Great Wall of China', 'Acropolis of Athens', 'Venice Canals', 'Leaning Tower of Pisa', 'Bora Bora', 'Berlin Wall']",366,8699,Snowy,High,Medium,Holiday,"['Statue of David', 'Great Wall of China', 'Acropolis of Athens', 'Venice Canals', 'Leaning Tower of Pisa', 'Bora Bora', 'Berlin Wall']",5,19,Female,China,Family,High,Cultural,Taxi
746,747,44,"['Sistine Chapel', 'Central Park', 'Christ the Redeemer', 'Machu Picchu Citadel']",567,5243,Snowy,Low,High,Holiday,"['Sistine Chapel', 'Central Park', 'Christ the Redeemer', 'Machu Picchu Citadel']",4,43,Female,USA,Friends,High,Relaxation,Taxi
747,748,75,"['Roman Forum', 'Pyramid of the Sun', 'Statue of Liberty', 'Table Mountain', 'Mount Fuji']",302,1253,Rainy,Medium,Low,Holiday,"['Roman Forum', 'Pyramid of the Sun', 'Statue of Liberty', 'Table Mountain', 'Mount Fuji']",1,24,Male,USA,Group,High,Shopping,Taxi
748,749,112,"['Central Park', 'Uffizi Gallery', 'Christ the Redeemer', 'Leaning Tower of Pisa', 'Santorini', 'Iguazu Falls']",384,8156,Snowy,Medium,High,,"['Central Park', 'Uffizi Gallery', 'Christ the Redeemer', 'Leaning Tower of Pisa', 'Santorini', 'Iguazu Falls']",2,46,Female,USA,Friends,Low,Food,Train
749,750,144,"['Colosseum', 'Uluru', 'Prague Castle', 'Dubrovnik Old Town']",481,4108,Snowy,Low,High,,"['Colosseum', 'Uluru', 'Prague Castle', 'Dubrovnik Old Town']",3,43,Male,Japan,Solo,High,Shopping,Walk
750,751,36,"['Louvre Museum', 'Pyramids of Giza', 'Red Fort', 'Table Mountain', 'Machu Picchu Citadel']",473,5707,Sunny,High,Medium,Holiday,"['Louvre Museum', 'Pyramids of Giza', 'Red Fort', 'Table Mountain', 'Machu Picchu Citadel']",2,56,Male,Japan,Group,High,Adventure,Train
751,752,58,"['Times Square', 'Statue of David', 'Acropolis of Athens', 'Rocky Mountains', 'Prague Castle', 'Budapest Parliament']",589,4208,Cloudy,Low,Medium,,"['Times Square', 'Statue of David', 'Acropolis of Athens', 'Rocky Mountains', 'Prague Castle', 'Budapest Parliament']",4,60,Male,France,Solo,High,Relaxation,Bus
752,753,93,"['Louvre Museum', 'Forbidden City', 'Christ the Redeemer', 'Red Fort', 'Machu Picchu Citadel']",297,8472,Snowy,Low,High,Holiday,"['Louvre Museum', 'Forbidden City', 'Christ the Redeemer', 'Red Fort', 'Machu Picchu Citadel']",1,43,Female,Japan,Solo,High,Food,Bike
753,754,68,"[""St. Peter's Basilica"", 'Terracotta Army', 'Bora Bora']",232,5043,Snowy,High,Medium,,"[""St. Peter's Basilica"", 'Terracotta Army', 'Bora Bora']",1,70,Other,France,Friends,Medium,Nature,Car
754,755,13,"['Louvre Museum', 'Statue of Liberty', 'Venice Canals', 'Florence Cathedral', 'Rocky Mountains', 'Kruger National Park']",559,5237,Sunny,Low,Low,Festival,"['Louvre Museum', 'Statue of Liberty', 'Venice Canals', 'Florence Cathedral', 'Rocky Mountains', 'Kruger National Park']",2,44,Female,France,Friends,High,Food,Bike
755,756,61,"['Great Wall of China', 'Times Square', 'Golden Gate Bridge']",235,3625,Sunny,Low,High,Festival,"['Great Wall of China', 'Times Square', 'Golden Gate Bridge']",3,20,Male,France,Solo,Medium,Food,Taxi
756,757,183,"['Forbidden City', 'Bora Bora', 'Grand Canyon']",539,8148,Cloudy,Medium,Low,,"['Forbidden City', 'Bora Bora', 'Grand Canyon']",1,59,Female,Germany,Solo,Low,Nature,Train
757,758,45,"['Great Wall of China', 'Temple of Karnak', 'Berlin Wall']",564,3730,Cloudy,Medium,Medium,,"['Great Wall of China', 'Temple of Karnak', 'Berlin Wall']",4,36,Female,India,Group,High,Nature,Train
758,759,198,"['Great Wall of China', 'Machu Picchu', 'Sydney Opera House', 'Pyramids of Giza', 'Rocky Mountains', 'Table Mountain', 'Victoria Falls']",329,8373,Snowy,Low,High,Festival,"['Great Wall of China', 'Machu Picchu', 'Sydney Opera House', 'Pyramids of Giza', 'Rocky Mountains', 'Table Mountain', 'Victoria Falls']",5,39,Female,Japan,Friends,High,Relaxation,Taxi
759,760,46,"['Florence Cathedral', 'Santorini', 'Grand Canyon']",290,1471,Snowy,Low,Medium,,"['Florence Cathedral', 'Santorini', 'Grand Canyon']",3,44,Female,USA,Family,High,Cultural,Taxi
760,761,188,"[""St. Peter's Basilica"", 'Statue of David', 'Taj Mahal', 'Kyoto Temples']",308,769,Cloudy,Low,Medium,Festival,"[""St. Peter's Basilica"", 'Statue of David', 'Taj Mahal', 'Kyoto Temples']",3,20,Other,India,Group,Medium,Nature,Train
761,762,40,"['Colosseum', 'Uffizi Gallery', 'Leaning Tower of Pisa', 'Kyoto Temples', 'Mount Fuji', 'Santorini', 'Berlin Wall']",430,9855,Rainy,Low,Medium,Holiday,"['Colosseum', 'Uffizi Gallery', 'Leaning Tower of Pisa', 'Kyoto Temples', 'Mount Fuji', 'Santorini', 'Berlin Wall']",4,28,Male,USA,Solo,Medium,Shopping,Bike
762,763,123,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Terracotta Army', 'Christ the Redeemer', 'Sagrada Familia', 'Leaning Tower of Pisa']",530,2039,Rainy,Medium,High,Holiday,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Terracotta Army', 'Christ the Redeemer', 'Sagrada Familia', 'Leaning Tower of Pisa']",4,25,Other,Germany,Solo,Low,Nature,Bike
763,764,163,"['Louvre Museum', 'Notre-Dame Cathedral', 'Uluru', 'Golden Gate Bridge', 'Santorini', 'Machu Picchu Citadel']",495,4905,Rainy,High,High,Festival,"['Louvre Museum', 'Notre-Dame Cathedral', 'Uluru', 'Golden Gate Bridge', 'Santorini', 'Machu Picchu Citadel']",2,59,Female,India,Friends,Low,Food,Car
764,765,190,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Banff National Park']",432,4637,Rainy,Low,Low,Festival,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Banff National Park']",1,35,Other,Germany,Group,High,Nature,Bus
765,766,139,"['Statue of David', 'Temple of Karnak', 'Yellowstone National Park', 'Iguazu Falls']",309,3022,Rainy,Low,Low,,"['Statue of David', 'Temple of Karnak', 'Yellowstone National Park', 'Iguazu Falls']",3,67,Female,India,Solo,High,Relaxation,Train
766,767,196,"['Eiffel Tower', 'Great Wall of China', 'Great Barrier Reef', 'Taj Mahal', 'Banff National Park', 'Kyoto Temples']",181,2456,Snowy,High,Low,,"['Eiffel Tower', 'Great Wall of China', 'Great Barrier Reef', 'Taj Mahal', 'Banff National Park', 'Kyoto Temples']",4,32,Other,USA,Group,Low,Nature,Car
767,768,47,"['Eiffel Tower', 'Terracotta Army', 'Christ the Redeemer', 'Sydney Opera House', 'Rocky Mountains', 'Santorini']",359,1377,Cloudy,Medium,Medium,,"['Eiffel Tower', 'Terracotta Army', 'Christ the Redeemer', 'Sydney Opera House', 'Rocky Mountains', 'Santorini']",4,57,Female,Japan,Group,Medium,Food,Train
768,769,189,"['Louvre Museum', 'Red Fort', 'Banff National Park', 'Kruger National Park', 'Dubrovnik Old Town']",213,5815,Cloudy,Low,Low,,"['Louvre Museum', 'Red Fort', 'Banff National Park', 'Kruger National Park', 'Dubrovnik Old Town']",5,58,Female,Japan,Friends,Medium,Food,Taxi
